,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
12,13,1,1,1,4,4,4,4,4,4,4,3,3,4,0,4,4,4,12,7,5001,1,2,2,3
13,14,1,1,4,4,5,4,5,4,4,4,2,3,3,0,4,5,4,12,7,5001,2,2,8,1
32,33,1,1,1,3,4,4,4,4,4,4,1,3,3,1,5,4,5,12,7,6035,2,2,1,1
66,67,1,1,1,4,5,4,5,4,4,5,4,3,4,0,4,4,4,12,7,5325,2,1,8,0
67,68,1,1,1,5,5,5,4,4,5,5,3,4,5,0,4,4,5,12,7,5164,1,2,7,4
68,69,1,1,4,5,5,5,3,5,5,5,3,4,5,0,4,4,4,12,7,5001,2,2,11,0
85,86,1,1,1,4,5,4,3,3,4,5,2,3,5,0,3,3,3,12,7,5001,2,3,7,1
88,89,1,1,1,4,4,4,4,4,4,4,4,4,4,0,4,3,4,12,7,5001,1,3,5,2
103,104,1,1,1,4,4,4,4,5,4,4,4,3,4,0,4,4,4,12,7,5001,1,3,4,3
104,105,1,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,12,7,5001,2,1,7,4
137,138,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,4,5,12,7,5001,2,2,1,2
138,139,1,1,1,3,2,4,3,4,4,4,3,3,4,0,4,4,4,12,7,5164,1,2,8,1
205,206,1,1,1,5,5,4,4,4,4,5,5,4,5,1,4,5,4,12,7,5001,1,2,4,3
217,218,1,1,1,4,4,3,3,4,4,4,4,4,4,0,4,4,4,12,7,5001,1,2,8,3
226,227,1,1,1,5,5,4,4,5,5,5,4,4,4,1,4,5,4,12,7,5001,2,2,9,3
228,229,1,1,1,5,5,4,4,5,5,5,4,4,4,1,4,4,4,12,7,5001,2,2,9,2
264,265,1,1,1,4,4,4,4,4,4,4,4,4,4,0,4,4,4,12,7,5001,1,2,5,1
267,268,2,4,1,4,4,5,4,4,4,5,3,3,5,0,4,5,5,12,7,5548,1,3,3,1
295,296,1,1,1,5,5,5,3,4,5,5,4,5,5,0,3,5,5,12,7,5164,1,2,6,1
296,297,1,1,7,4,4,3,4,4,4,4,2,2,4,0,5,5,4,12,7,6035,2,2,8,1
357,358,1,1,1,4,4,4,4,4,4,4,4,4,4,0,4,4,4,12,7,5220,2,2,8,1
358,359,2,3,1,4,4,4,4,3,5,4,2,3,4,0,4,4,4,12,7,5001,2,2,1,3
396,397,1,1,1,3,4,4,4,4,4,4,3,3,4,0,4,4,4,12,7,5001,2,2,2,3
405,406,2,4,1,5,5,4,5,5,5,5,2,3,5,1,5,5,5,12,7,5741,2,2,7,2
425,426,1,1,1,4,3,4,4,5,4,4,3,3,4,0,4,4,4,12,7,5188,2,2,5,0
429,430,1,1,1,4,3,4,4,4,4,4,4,4,4,0,4,5,4,12,7,5188,2,2,8,1
462,463,1,1,1,4,4,4,4,4,4,3,2,3,4,1,4,4,4,12,7,5024,1,2,1,3
465,466,2,2,1,4,4,4,4,4,4,4,3,3,4,0,4,4,4,12,7,5001,2,2,8,0
476,477,1,1,1,5,5,4,4,5,5,5,3,4,5,1,5,4,4,12,7,5001,1,2,1,2
477,478,1,1,1,4,5,5,4,4,5,4,3,3,4,0,4,3,4,12,7,5883,2,1,8,0
731,732,1,1,1,4,4,3,4,4,3,5,2,3,3,0,4,3,4,12,7,5001,1,3,12,1
732,733,1,1,1,1,4,4,4,4,4,4,3,4,5,0,5,4,5,12,7,5001,1,3,1,2
733,734,1,1,1,5,5,5,3,5,5,5,3,4,5,1,5,4,4,12,7,5001,2,2,2,2
734,735,1,1,1,4,4,4,4,4,4,4,3,4,5,0,4,4,4,12,7,5951,2,3,5,1
754,755,1,1,7,4,4,4,3,5,5,4,3,4,4,0,4,3,4,12,7,5164,2,3,9,3
757,758,1,1,1,5,5,5,3,5,4,3,2,4,5,0,3,3,3,12,7,5001,1,3,5,1
784,785,1,1,1,4,3,4,2,3,4,3,3,3,3,0,4,4,4,12,7,5001,2,2,8,2
785,786,1,1,1,4,4,4,4,4,4,4,4,4,4,1,5,5,5,12,7,5024,1,1,8,0
822,823,1,1,1,4,4,4,4,5,5,5,4,4,4,0,4,4,5,12,7,5001,2,2,8,0
830,831,1,1,7,4,5,4,3,4,4,5,3,3,5,0,5,4,4,12,7,5188,1,2,8,1
857,858,1,1,1,4,4,4,4,4,4,5,4,4,5,0,5,4,4,12,7,5955,2,2,5,1
858,859,1,1,1,4,4,4,3,5,5,5,3,2,4,0,4,4,4,12,7,5001,2,1,8,9
859,860,2,2,1,3,4,4,4,4,4,4,3,4,4,0,4,3,4,12,7,5001,1,2,8,0
860,861,1,1,1,4,4,3,4,3,4,4,3,3,4,0,4,4,4,12,7,6199,2,2,1,1
861,862,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,4,4,12,7,5001,2,3,8,1
1039,1040,1,1,1,4,4,4,4,4,4,4,4,4,4,1,5,5,5,11,7,5883,2,2,5,1
1040,1041,1,1,4,5,5,4,4,4,5,4,3,3,5,0,5,3,5,11,7,5001,1,2,12,1
1041,1042,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,11,7,5001,1,2,2,1
1043,1044,1,1,1,5,5,5,5,5,5,4,3,3,4,1,5,4,5,11,7,5164,2,1,2,1
1044,1045,1,1,1,4,4,4,4,4,4,4,4,4,4,1,5,5,5,11,7,5164,2,2,4,1
1059,1060,1,1,5,4,4,4,4,4,4,5,4,4,4,1,5,4,5,11,7,5001,2,3,4,1
1066,1067,1,1,1,5,5,5,5,5,4,5,4,4,4,0,5,4,5,11,7,5001,1,2,8,1
1070,1071,1,1,1,5,5,5,5,5,5,5,3,4,5,1,5,5,5,11,7,6035,2,2,7,1
1129,1130,1,1,1,5,5,5,4,4,4,5,4,5,4,0,5,5,4,11,7,5001,1,2,7,2
1139,1140,1,1,1,5,5,5,4,4,5,5,4,4,4,1,5,5,4,11,7,5001,2,2,2,1
1140,1141,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,11,7,5001,1,2,3,2
1145,1146,1,1,1,5,5,5,3,4,5,4,4,5,4,0,5,5,5,11,7,5001,2,2,8,1
1153,1154,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,4,11,7,5001,2,2,3,2
1166,1167,1,1,1,3,3,3,3,3,3,3,3,3,3,0,3,3,3,11,7,5001,1,3,4,2
1167,1168,1,1,1,4,3,4,4,4,4,4,2,2,4,0,4,4,4,11,7,5001,1,2,5,2
1201,1202,1,1,1,4,4,4,4,4,4,4,3,3,4,0,5,4,4,11,7,5001,1,2,2,1
1202,1203,1,1,1,5,5,3,3,3,5,4,4,4,5,1,5,5,4,11,7,5001,2,2,2,1
1203,1204,2,2,1,4,5,4,3,3,3,3,2,3,4,0,4,4,4,11,7,5001,2,2,2,2
