,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
3050,3051,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,3,5,9,5,502,2,2,8,1
3051,3052,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,9,11,1108,2,2,1,2
3053,3054,2,4,1,4,4,5,4,5,4,4,3,4,4,5,5,4,4,9,3,401,2,2,4,1
3054,3055,1,1,1,5,4,5,5,5,4,5,3,4,4,5,5,4,4,9,4,402,2,2,11,0
3055,3056,2,2,6,4,4,4,4,4,4,4,3,4,4,4,4,3,4,9,9,808,2,2,2,2
3059,3060,1,1,1,2,4,4,5,4,5,4,3,2,4,4,5,3,4,9,7,5001,1,2,2,1
3060,3061,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,3,4,9,7,6199,2,3,2,1
3061,3062,2,2,1,4,4,4,5,5,4,4,2,4,4,4,4,3,3,9,7,5001,2,2,8,1
3062,3063,1,1,1,4,4,4,4,3,4,4,2,4,4,4,4,4,4,9,7,5001,2,2,5,1
3064,3065,2,4,5,5,3,4,4,4,4,4,4,4,5,5,4,3,4,9,10,1068,1,3,10,5
3065,3066,1,1,1,4,5,4,5,5,5,5,3,5,5,5,5,4,5,9,4,402,1,3,2,2
3066,3067,1,1,5,5,5,3,5,4,4,4,4,5,5,2,5,5,5,9,97,5800,2,3,5,5
3067,3068,1,1,1,4,3,4,4,4,4,2,2,4,3,3,3,4,2,9,9,805,2,3,10,2
3068,3069,2,4,4,4,4,4,4,5,4,4,4,3,5,5,4,3,4,9,6,701,2,2,7,1
3069,3070,2,2,1,5,5,5,4,4,5,5,3,3,5,5,5,5,5,9,97,5009,1,2,6,3
3070,3071,2,2,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,9,97,5009,2,3,5,2
3071,3072,1,1,6,3,5,4,4,5,4,4,4,4,5,4,5,4,5,9,11,1101,1,2,2,1
3073,3074,2,4,6,5,5,5,4,4,4,5,5,5,5,5,4,4,4,9,9,854,1,2,6,1
3074,3075,2,4,1,5,5,4,5,5,5,5,5,5,5,5,5,4,5,9,97,5959,1,3,2,1
3078,3079,2,4,1,3,4,4,3,4,4,3,4,4,4,4,4,4,4,9,3,401,2,2,2,3
3079,3080,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,16,5520,1,3,2,2
3081,3082,1,1,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,9,3,401,2,1,4,2
3082,3083,1,1,1,5,5,5,3,4,5,5,3,3,4,4,5,3,5,9,7,5001,2,3,5,1
3083,3084,1,1,1,3,4,3,4,4,3,3,3,3,3,4,4,3,4,9,7,5001,2,2,8,1
3084,3085,1,1,4,4,2,4,4,4,4,4,3,3,5,4,3,3,4,9,7,5001,1,2,5,2
3085,3086,1,1,6,5,3,5,5,5,3,3,2,3,3,5,5,5,4,9,9,813,1,2,7,2
3087,3088,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,9,9,841,1,1,12,1
3088,3089,2,4,6,4,4,4,5,4,4,4,3,4,4,5,5,4,4,9,9,829,2,2,5,1
3089,3090,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,9,10,1009,1,2,6,1
3091,3092,1,1,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,9,6,701,2,2,7,1
3092,3093,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,9,10,1001,2,2,10,5
3093,3094,1,1,6,4,5,4,5,4,4,4,2,3,4,4,4,4,4,9,12,1309,1,2,3,1
3094,3095,1,1,1,5,5,4,5,5,5,5,4,4,5,2,5,5,5,9,13,1501,1,3,5,3
3095,3096,1,1,4,4,5,4,4,4,4,5,4,3,4,3,4,4,5,9,6,701,2,2,8,1
3096,3097,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,6,737,1,2,12,1
3097,3098,2,3,1,4,4,4,4,5,4,4,3,4,4,4,4,4,4,9,6,739,2,2,1,1
3098,3099,1,1,1,4,4,4,5,5,4,4,3,5,5,3,4,4,5,9,12,1303,1,1,7,3
3099,3100,1,1,97,5,5,5,5,4,5,5,4,3,5,4,5,3,5,9,14,1707,1,2,2,1
3100,3101,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,14,1702,1,2,2,4
3101,3102,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,9,14,1775,2,2,6,1
3102,3103,1,1,1,4,4,4,4,4,4,5,4,4,5,4,4,4,4,9,3,401,2,2,3,2
3103,3104,2,2,1,4,4,1,4,4,4,4,4,4,4,3,3,4,3,9,3,401,2,1,8,1
3104,3105,1,1,1,4,4,4,5,5,5,5,4,4,4,5,5,4,5,9,9,840,1,2,5,1
3105,3106,1,1,1,4,5,4,3,5,4,4,3,4,4,5,5,3,5,9,7,5001,2,2,8,1
3106,3107,1,1,1,5,5,5,4,5,5,5,3,3,5,5,5,4,5,9,7,5001,1,2,5,2
3107,3108,2,2,6,4,4,4,4,4,4,4,3,4,4,4,4,4,4,9,7,5466,1,3,2,1
3108,3109,2,2,1,4,5,4,4,4,5,4,3,4,5,5,4,4,4,9,97,5135,2,2,1,1
3109,3110,1,1,6,5,5,5,5,5,5,5,4,4,5,5,5,4,5,9,8,613,1,2,5,2
3110,3111,1,1,6,5,5,5,5,4,5,5,4,4,5,4,5,4,5,9,97,5518,1,2,5,2
3111,3112,1,1,5,5,4,4,4,5,5,4,4,4,5,5,5,4,5,9,9,864,2,3,5,3
3113,3114,2,2,6,5,5,5,5,5,5,5,4,4,5,3,5,5,5,9,9,801,1,3,5,5
3114,3115,1,1,6,5,5,5,4,4,5,4,4,4,5,5,5,3,5,9,9,813,1,3,5,2
3115,3116,1,1,1,5,5,4,4,4,5,5,4,4,4,5,5,4,5,9,9,804,1,3,6,4
3117,3118,2,4,1,4,4,4,5,4,5,5,4,4,4,5,5,5,5,9,97,5522,2,2,1,2
3118,3119,1,1,1,3,4,5,4,3,5,4,4,3,4,4,4,4,4,9,1,107,1,2,6,3
3119,3120,1,1,1,4,4,4,4,4,4,3,4,2,3,4,4,4,4,9,1,22,1,2,7,4
3120,3121,2,2,1,3,4,4,4,3,4,4,3,4,4,4,4,4,4,9,1,2,2,2,4,2
3121,3122,2,3,1,3,4,4,4,4,4,3,4,3,3,3,4,4,4,9,1,107,1,2,3,3
3122,3123,2,2,1,3,4,4,4,4,4,3,4,3,4,4,4,4,4,9,1,23,2,1,7,3
3123,3124,1,1,1,3,3,5,4,4,5,4,4,3,3,4,4,4,4,9,1,115,2,2,2,3
3124,3125,2,3,1,3,4,4,4,4,4,4,4,3,4,4,4,4,4,9,1,1,1,3,2,4
3125,3126,1,1,1,4,4,4,5,3,4,4,4,4,4,5,4,4,4,9,1,1,1,3,3,2
3126,3127,2,3,1,3,3,5,5,4,4,4,3,4,4,4,4,4,4,9,1,1,1,1,7,4
3127,3128,1,1,1,3,3,4,4,4,4,4,4,4,4,3,4,4,4,9,1,27,2,2,2,1
3128,3129,2,4,1,3,3,4,5,3,4,4,4,3,4,4,4,4,4,9,1,37,1,1,6,3
3129,3130,2,3,1,4,3,4,5,4,4,4,4,4,4,5,4,4,5,9,1,45,2,2,11,1
3130,3131,2,2,1,3,4,4,4,3,4,4,4,3,3,4,4,4,4,9,1,115,2,2,4,4
3131,3132,2,4,1,3,3,4,4,3,4,3,4,3,3,3,4,4,3,9,1,44,2,1,9,4
3132,3133,2,2,1,3,3,5,4,3,4,4,4,3,4,4,4,4,4,9,1,1,1,2,3,2
3133,3134,2,4,1,3,3,4,4,4,4,4,4,3,4,3,5,4,5,9,1,2,1,3,2,2
3134,3135,1,1,1,3,3,5,5,4,4,4,4,4,4,4,4,4,4,9,1,17,1,2,6,4
3135,3136,2,2,1,4,3,4,4,4,4,4,4,4,3,3,4,4,4,9,1,3,1,2,4,3
3136,3137,2,4,1,4,3,4,4,3,4,4,4,3,3,5,4,4,4,9,1,2,2,2,3,1
3137,3138,1,1,1,4,4,4,4,4,4,4,4,3,4,3,3,4,4,9,1,3,2,2,3,2
3138,3139,1,1,1,4,4,4,4,4,5,3,4,3,3,3,4,4,4,9,1,3,2,2,7,4
3139,3140,2,4,1,3,4,4,4,4,3,4,4,2,3,5,4,4,4,9,1,17,2,2,11,1
3140,3141,1,1,1,4,3,4,4,3,4,4,4,3,3,4,3,4,4,9,1,107,1,2,6,4
3141,3142,2,2,1,3,4,4,4,4,4,3,4,4,4,4,4,4,4,9,1,26,1,1,6,4
3142,3143,1,1,1,5,4,4,5,5,5,5,5,5,5,5,4,5,5,9,2,202,2,2,3,1
3143,3144,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,2,202,1,2,3,1
3144,3145,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,3,401,1,2,7,2
3145,3146,1,1,1,5,5,5,4,4,4,4,5,5,5,5,5,5,5,9,3,401,1,2,4,1
3146,3147,1,1,1,5,5,5,5,4,4,5,5,5,5,5,4,5,4,9,5,501,2,9,3,2
3147,3148,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,2,202,1,2,8,1
3148,3149,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,501,1,2,4,2
3149,3150,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,9,7,5001,2,2,3,2
3150,3151,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,701,1,1,5,3
3151,3152,1,1,1,4,4,4,4,4,4,4,5,5,5,4,4,4,4,9,3,401,2,2,8,1
3152,3153,1,1,1,5,4,4,4,4,5,5,5,4,4,4,4,4,4,9,5,501,2,2,7,3
3153,3154,1,1,1,5,5,5,4,4,5,5,5,4,4,4,4,4,4,9,5,501,2,2,9,2
3154,3155,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,9,2,202,2,1,7,4
3155,3156,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,4,9,2,202,1,1,6,3
3156,3157,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,701,2,2,9,4
3157,3158,1,1,1,5,5,5,5,5,4,4,4,4,4,5,5,5,5,9,9,803,2,2,4,2
3158,3159,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,9,5,501,2,1,9,3
3159,3160,1,1,1,4,4,4,4,4,4,4,5,5,4,4,4,5,4,9,5,501,1,2,4,1
3160,3161,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,9,3,401,2,1,9,1
3161,3162,1,1,1,5,4,4,5,5,5,5,4,4,4,4,4,5,4,9,3,401,2,2,4,3
3162,3163,1,1,1,5,4,4,5,5,5,5,5,5,5,5,4,5,4,9,2,203,2,2,8,1
3163,3164,1,1,1,5,5,4,4,4,4,5,5,5,5,5,5,5,5,9,5,501,2,2,4,2
3164,3165,1,1,1,5,4,4,4,4,5,5,5,5,5,5,4,4,4,9,5,501,1,2,8,1
3165,3166,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,3,401,2,2,3,1
3166,3167,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,701,2,2,3,2
3167,3168,1,1,1,5,5,5,5,4,4,4,5,5,5,5,5,5,5,9,6,701,1,2,8,0
3168,3169,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,501,2,2,4,1
3169,3170,1,1,1,4,4,4,5,4,4,5,5,4,4,4,4,4,4,9,7,5001,1,2,3,2
3170,3171,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,7,5001,1,2,4,3
3171,3172,1,1,1,5,4,5,4,4,5,5,5,5,5,5,5,5,5,9,9,813,1,2,3,2
3172,3173,1,1,1,4,4,4,5,5,5,4,4,4,4,4,4,5,4,9,5,501,1,1,7,3
3173,3174,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,701,2,2,4,2
3174,3175,1,1,1,5,4,4,4,4,4,5,5,5,5,4,4,4,5,9,14,1701,2,2,4,3
3175,3176,1,1,1,5,4,4,4,4,5,5,5,4,4,5,5,5,5,9,9,816,1,3,2,3
3176,3177,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,7,5001,2,2,9,3
3177,3178,1,1,1,5,5,5,5,5,4,4,4,5,5,5,4,5,4,9,5,501,2,2,4,2
3178,3179,1,1,1,5,4,4,4,4,4,5,4,4,4,4,4,4,4,9,7,5001,2,2,3,1
3179,3180,1,1,1,5,5,5,4,4,5,5,5,4,4,5,4,4,4,9,5,501,2,2,3,2
3180,3181,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,7,5001,2,2,4,2
3181,3182,1,1,1,4,5,5,4,4,4,4,3,4,4,4,4,4,4,9,3,401,2,2,3,1
3182,3183,1,1,1,4,5,4,4,4,4,4,4,4,5,5,5,3,5,9,3,401,1,3,11,2
3183,3184,1,1,1,4,5,3,4,4,4,4,2,4,5,3,4,4,4,9,3,401,1,4,5,3
3184,3185,2,2,1,4,3,4,3,4,4,4,3,4,4,3,4,4,4,9,3,401,2,2,3,1
3185,3186,1,1,1,4,3,4,3,3,4,4,2,2,3,2,3,4,4,9,14,1704,2,2,3,1
3186,3187,2,3,1,5,5,5,3,5,5,5,5,4,5,5,5,5,5,9,14,1703,2,2,3,1
3187,3188,1,1,6,5,5,4,5,4,5,4,4,4,5,5,5,4,5,9,9,846,1,2,1,4
3188,3189,1,1,1,5,5,5,5,5,5,5,4,4,4,4,5,4,5,9,14,1701,1,2,3,1
3189,3190,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,13,1505,2,2,8,1
3190,3191,2,4,3,3,3,3,4,3,4,3,3,4,4,4,3,3,3,9,1,69,2,2,9,3
3191,3192,2,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,9,1,2,1,2,5,2
