,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
9005,9006,1,1,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,401,2,2,3,1
9006,9007,2,3,1,2,4,4,5,4,4,4,4,3,4,5,5,5,4,3,97,5009,1,2,7,2
9007,9008,2,4,1,5,5,4,5,5,3,4,4,4,4,5,5,4,5,3,3,401,1,1,12,1
9008,9009,2,2,1,3,4,3,4,4,3,2,3,2,3,3,4,4,4,3,3,401,2,1,3,2
9010,9011,1,1,6,5,5,5,3,4,3,4,4,4,4,2,4,3,4,3,11,1120,1,2,5,1
9011,9012,1,1,1,4,5,4,5,5,5,3,3,3,4,5,5,4,5,3,7,5001,2,4,1,1
9013,9014,1,1,1,4,5,4,5,5,4,5,4,4,5,2,5,5,5,3,12,1309,1,2,8,1
9014,9015,1,1,1,4,5,5,5,5,5,5,3,4,5,4,5,3,4,3,7,6239,1,2,3,1
9015,9016,1,1,6,1,4,4,5,4,3,3,3,3,4,4,3,4,4,3,9,849,1,3,1,2
9016,9017,1,1,1,4,4,5,2,4,5,5,2,3,5,2,3,5,4,3,15,5382,2,2,5,1
9017,9018,2,4,6,4,5,4,3,4,4,4,3,4,4,4,4,4,5,3,6,701,2,2,8,1
9019,9020,2,3,6,5,5,4,5,5,5,4,4,3,4,5,5,5,5,3,9,840,1,2,5,2
9020,9021,1,1,1,4,5,5,3,4,5,4,2,4,5,5,5,3,5,3,15,6426,1,3,5,1
9021,9022,2,4,6,5,5,4,3,4,4,4,3,4,5,4,3,5,5,3,15,5755,1,2,1,4
9022,9023,1,1,6,4,4,4,5,4,4,5,4,4,5,5,5,4,5,3,6,701,1,2,5,3
9023,9024,1,1,6,4,5,5,5,4,4,5,4,4,4,3,5,3,4,3,9,909,1,2,1,1
9024,9025,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,13,1501,2,2,2,4
9025,9026,1,1,1,4,4,4,5,4,4,4,3,4,5,5,5,5,5,3,3,401,1,2,2,3
9027,9028,1,1,6,5,5,5,5,4,4,4,3,4,5,5,5,4,5,3,16,5199,1,3,2,2
9028,9029,2,4,6,5,5,5,4,4,4,5,5,3,5,4,4,4,4,3,97,5026,1,2,5,3
9029,9030,1,1,6,2,4,4,3,3,4,4,2,3,3,5,2,3,3,3,16,5513,1,3,2,2
9030,9031,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,9,818,1,2,4,1
9031,9032,2,4,6,5,5,5,4,5,4,4,4,4,5,5,5,5,5,3,4,402,1,2,2,3
9032,9033,1,1,6,5,5,5,5,4,4,3,3,4,5,5,4,4,5,3,12,1301,1,2,2,4
9033,9034,1,1,1,5,3,4,4,4,4,4,3,3,4,4,3,4,3,3,4,402,2,1,3,2
9034,9035,1,1,1,4,4,5,5,5,5,4,4,5,4,4,5,4,4,3,4,402,2,2,8,1
9035,9036,1,1,5,5,4,4,3,4,5,5,1,4,5,1,3,4,3,3,97,5521,2,3,1,2
9036,9037,1,1,1,5,5,5,5,5,5,5,4,5,5,4,4,3,4,3,4,402,2,3,7,4
9037,9038,1,1,1,3,5,5,4,4,4,4,4,4,5,3,4,4,5,3,10,1001,1,2,3,2
9038,9039,1,1,6,5,4,4,4,4,4,3,3,3,3,5,4,5,4,3,9,840,1,3,5,1
9040,9041,1,1,6,4,4,4,3,4,3,3,2,2,4,4,2,4,2,3,9,813,1,1,6,1
9041,9042,2,2,1,5,5,5,5,5,5,5,4,5,4,5,5,3,4,3,4,402,2,3,11,1
9044,9045,2,4,6,4,5,5,5,5,5,5,4,5,5,5,5,4,5,3,10,1002,1,2,5,5
9045,9046,1,1,5,2,3,3,4,4,4,3,3,3,5,4,4,4,4,3,3,401,2,2,5,1
9046,9047,1,1,6,2,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,401,2,2,5,2
9047,9048,1,1,1,4,4,3,4,4,3,3,3,3,4,4,4,4,4,3,3,401,1,1,3,2
9048,9049,1,1,1,4,5,4,5,4,4,4,5,4,4,4,4,3,5,3,12,1302,1,2,7,2
9050,9051,1,1,1,4,4,4,5,4,4,4,4,4,5,5,5,4,5,3,7,5051,2,1,3,2
9051,9052,1,1,1,3,3,4,4,3,4,4,3,3,4,5,5,4,5,3,7,6199,1,2,8,1
9052,9053,2,4,7,4,3,3,4,4,4,4,2,4,4,5,5,5,5,3,97,5578,1,3,5,4
9053,9054,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,9,804,2,3,8,3
9054,9055,1,1,1,5,4,5,5,4,5,5,3,3,5,4,4,4,4,3,97,5517,2,2,4,1
9055,9056,1,1,5,5,5,4,5,4,2,3,3,4,5,5,4,5,4,3,10,1067,2,2,12,5
9057,9058,2,3,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,6,740,2,2,12,2
9058,9059,1,1,1,5,5,5,5,4,5,4,3,4,5,4,5,4,5,3,6,701,2,2,3,1
9059,9060,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,8,603,1,2,5,2
9060,9061,1,1,6,5,5,5,5,5,5,5,4,5,5,4,4,5,5,3,9,803,2,3,2,2
9063,9064,1,1,5,3,3,4,5,5,4,4,4,4,4,2,4,4,4,3,9,805,1,3,1,4
9064,9065,2,4,1,4,4,5,5,3,4,4,4,3,3,4,3,4,4,3,1,2,2,2,11,1
9065,9066,2,3,1,4,3,4,4,4,4,3,4,3,4,5,4,4,4,3,1,3,2,2,3,1
9066,9067,1,1,1,4,3,4,4,3,4,3,4,2,3,3,3,3,4,3,1,37,1,1,7,4
9067,9068,1,1,1,3,3,4,4,4,3,3,4,3,4,3,4,4,4,3,1,2,1,2,3,2
9068,9069,1,1,1,3,3,4,4,3,4,3,4,3,4,4,4,4,4,3,1,3,1,2,3,2
9069,9070,2,3,1,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,1,26,1,2,3,3
9070,9071,2,4,1,4,3,4,4,3,4,3,4,3,4,5,4,4,4,3,1,134,2,2,4,2
9071,9072,2,4,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,1,129,2,2,11,1
9072,9073,2,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,2,2,5,3
9073,9074,1,1,1,3,3,4,4,3,4,3,4,3,4,4,4,4,4,3,1,3,1,2,4,3
9074,9075,2,3,1,4,4,4,5,4,4,3,3,3,3,3,3,4,4,3,1,2,1,2,7,1
9075,9076,1,1,1,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,2,313,1,2,6,3
9076,9077,1,1,1,4,4,4,4,4,4,3,2,3,4,3,4,3,4,3,2,210,1,1,3,4
9077,9078,2,2,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,1,4,2,2,7,2
9078,9079,1,1,1,4,4,4,4,3,3,3,2,4,3,3,5,3,4,3,2,202,2,2,7,2
9079,9080,2,4,1,4,4,4,4,4,4,3,4,3,3,5,5,5,5,3,1,2,1,1,6,4
9080,9081,1,1,1,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,1,28,1,1,4,4
9081,9082,1,1,1,3,3,4,4,3,4,3,4,3,4,3,4,3,4,3,1,1,2,1,4,5
9082,9083,2,2,1,3,3,4,4,3,4,3,3,2,3,3,4,4,4,3,1,1,2,2,4,1
9083,9084,1,1,1,3,3,3,4,3,4,4,4,3,4,3,4,3,4,3,2,235,2,2,3,1
9084,9085,2,2,1,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,2,201,1,1,6,4
9085,9086,2,3,1,3,3,4,4,4,4,4,4,3,4,3,4,3,4,3,1,55,1,2,3,4
9086,9087,1,1,1,4,2,4,4,3,4,3,3,3,4,3,3,3,4,3,1,1,1,2,11,1
9087,9088,1,1,1,4,4,5,5,4,4,4,2,4,4,3,4,4,4,3,2,202,2,1,7,3
9088,9089,2,4,1,4,4,4,4,3,4,3,4,2,3,4,3,4,4,3,1,2,1,2,11,1
9089,9090,2,4,6,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,1,2,1,1,7,5
9090,9091,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,501,1,2,3,2
9091,9092,1,1,1,4,4,4,5,5,4,4,4,4,4,5,5,4,5,3,5,501,2,2,8,1
9092,9093,1,1,1,5,4,4,4,5,5,5,4,4,4,5,4,5,5,3,5,501,2,2,6,4
9093,9094,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,501,2,2,9,3
9094,9095,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,401,1,2,6,1
9095,9096,1,1,1,5,5,5,5,5,4,4,4,5,5,5,5,5,5,3,3,401,1,1,7,3
9096,9097,1,1,1,4,4,5,5,4,4,4,4,5,4,4,4,4,4,3,6,701,1,2,2,2
9097,9098,1,1,1,5,4,4,4,5,5,5,5,5,5,5,5,5,4,3,3,401,2,2,3,2
9098,9099,1,1,1,5,5,5,5,4,4,5,5,5,5,5,4,5,4,3,5,501,2,2,3,2
9099,9100,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,5,501,1,2,3,2
9100,9101,1,1,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,3,401,2,1,9,1
9101,9102,1,1,1,5,5,4,4,5,4,5,5,4,5,5,5,5,5,3,5,501,1,2,3,2
9102,9103,1,1,1,5,4,4,4,4,5,5,5,5,4,5,4,5,5,3,3,401,2,2,4,2
