,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
20,21,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,4,402,2,3,1,2
39,40,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,12,4,402,2,2,1,3
40,41,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,4,402,1,3,7,3
41,42,2,3,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,12,4,402,1,3,2,3
42,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,402,2,4,9,3
91,92,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,4,402,1,2,5,1
92,93,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,12,4,402,2,2,12,1
93,94,2,2,4,0,0,1,0,1,1,1,1,0,1,0,0,0,1,12,4,402,2,2,3,1
102,103,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,12,4,402,1,2,1,3
113,114,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,4,402,2,1,4,1
127,128,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,12,4,402,1,2,3,2
242,243,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,4,402,1,2,2,3
256,257,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,402,2,2,8,1
282,283,2,4,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,4,402,2,2,8,1
329,330,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,12,4,402,2,2,1,2
337,338,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,402,1,3,2,3
368,369,2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,12,4,402,2,2,8,1
374,375,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,12,4,402,1,2,2,4
375,376,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,4,402,2,2,4,4
382,383,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12,4,402,1,2,1,2
415,416,2,4,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,12,4,402,2,3,9,3
437,438,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,4,402,1,3,2,3
438,439,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,4,402,2,2,2,3
444,445,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,4,402,1,2,8,1
467,468,2,4,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,12,4,402,2,3,5,3
490,491,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,12,4,402,2,3,5,3
491,492,2,4,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,4,402,1,2,2,2
521,522,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,12,4,402,2,4,3,2
523,524,2,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,12,4,402,1,2,8,0
524,525,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,4,402,2,3,1,1
736,737,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,12,4,402,1,1,8,0
768,769,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,4,402,1,3,1,1
769,770,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,12,4,402,2,2,2,2
772,773,2,2,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,12,4,402,2,2,8,0
804,805,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,402,2,1,8,0
805,806,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,12,4,402,1,2,4,2
835,836,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,12,4,402,1,3,8,0
836,837,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,12,4,402,2,2,2,2
870,871,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,12,4,402,1,1,8,0
1206,1207,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,402,2,2,5,3
1208,1209,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4,402,1,3,2,1
1211,1212,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,4,402,2,2,2,2
1274,1275,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,11,4,402,2,3,8,1
1275,1276,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,4,402,2,1,10,5
1317,1318,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,4,402,2,2,9,2
1332,1333,2,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,11,4,402,2,3,8,1
1361,1362,2,2,7,1,1,1,1,1,1,1,1,1,1,0,1,0,0,11,4,402,2,2,8,1
1370,1371,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,402,1,3,2,3
1390,1391,1,1,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,11,4,402,2,1,8,0
1391,1392,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,11,4,402,2,1,2,4
1392,1393,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,402,1,2,12,1
1407,1408,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,402,1,3,5,4
1409,1410,2,2,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,11,4,402,2,3,2,2
1410,1411,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,402,2,2,9,3
1455,1456,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,4,402,1,2,1,3
1456,1457,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,4,402,2,2,7,4
1458,1459,2,2,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,11,4,402,2,3,9,3
1489,1490,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,11,4,402,1,2,3,1
1491,1492,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,11,4,402,2,2,2,3
1514,1515,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,402,2,1,8,0
1515,1516,2,3,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,11,4,402,1,2,5,2
1516,1517,2,2,6,1,1,1,1,1,1,1,0,0,0,1,1,0,1,11,4,402,1,3,2,3
1718,1719,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,4,402,1,3,7,2
1742,1743,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,4,402,1,2,8,1
1800,1801,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,11,4,402,1,2,2,1
1808,1809,2,3,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,11,4,402,1,1,8,0
1810,1811,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,11,4,402,2,2,7,1
1832,1833,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,11,4,402,1,3,1,1
1833,1834,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,4,402,2,1,8,0
1834,1835,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,11,4,402,2,3,3,3
1835,1836,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,11,4,402,2,1,3,3
1836,1837,2,2,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,11,4,402,2,2,2,2
1837,1838,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,4,402,1,1,8,0
2050,2051,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,10,4,402,1,2,5,1
2051,2052,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,4,402,2,3,2,2
