,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
1,2,2,3,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,12,3,401,1,1,3,3
3,4,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,12,3,401,1,2,8,1
4,5,2,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,3,1
33,34,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,3,401,2,3,7,4
34,35,2,4,6,0,0,0,0,1,1,1,0,0,1,1,1,0,1,12,3,401,1,2,7,2
55,56,2,3,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,12,3,401,1,2,3,2
56,57,2,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,12,3
58,59,2,3,4,1,1,1,1,1,0,0,0,0,1,1,1,1,1,12,3,401,2,3,3,1
77,78,2,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3,401,2,2,12,2
78,79,2,2,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,12,3,401,1,2,5,2
108,109,2,2,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,12,3,401,1,4,4,1
109,110,2,4,5,1,1,1,0,1,1,0,0,0,1,1,1,1,1,12,3,401,2,1,5,4
110,111,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,4,1
128,129,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,12,3,401,2,3,3,1
129,130,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,12,3,401,2,1,3,2
130,131,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,1,6,1
198,199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,4,2
199,200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,2,7,2
207,208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,2,4,2
216,217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,1
220,221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,1
223,224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,1
229,230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,9,2
234,235,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,1,9,3
235,236,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,12,1
236,237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,12,3,401,2,1,3,1
238,239,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,12,3,401,1,1,6,2
301,302,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,12,3,401,2,2,8,1
302,303,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3,401,2,2,3,2
322,323,2,3,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,12,3,401,1,2,8,1
323,324,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,12,3,401,2,2,1,1
326,327,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,0
327,328,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,12,3,401,1,2,5,1
339,340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,1,3,4
370,371,2,3,4,1,1,1,0,1,1,1,1,0,1,0,0,0,0,12,3,401,1,3,3,2
371,372,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,12,3,401,2,2,8,0
412,413,2,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3,401,2,2,4,1
430,431,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,1,4,4
431,432,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,1
445,446,1,1,7,0,0,0,0,1,1,0,0,0,1,0,0,1,0,12,3,401,2,2,5,1
456,457,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,3,401,2,2,4,1
457,458,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,2,3,4
482,483,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,0
484,485,2,4,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,12,3,401,2,1,4,1
520,521,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,4,2
525,526,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3,401,2,3,5,2
595,596,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,12,3,401,2,2,2,2
624,625,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3,401,2,2,9,3
627,628,1,1,4,1,1,1,1,1,1,1,0,0,1,1,1,1,1,12,3,401,2,2,4,1
628,629,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,7,3
629,630,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,12,3,401,2,1,4,2
630,631,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,3,5,1
631,632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,0
721,722,2,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,4,1
722,723,2,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3,401,2,1,4,1
723,724,2,2,4,1,0,1,1,1,1,0,0,1,1,1,1,1,1,12,3,401,1,2,3,2
724,725,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,12,3,401,1,2,2,2
755,756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,4,4,1
756,757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,2,5,1
795,796,2,4,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,4,2
796,797,2,2,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,12,3,401,1,2,5,2
797,798,2,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3,401,1,2,4,2
815,816,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,12,3,401,1,4,6,2
824,825,1,1,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,12,3,401,2,2,8,2
825,826,2,2,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,12,3,401,1,1,7,1
826,827,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,2,3,2
941,942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,1,2,1,2
942,943,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,12,3,401,2,2,8,1
944,945,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,401,2,1,6,2
