,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
307,308,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,2
360,361,1,1,3,0,1,1,0,1,1,1,1,0,1,0,1,0,0,12,14,1752,2,3,8,1
894,895,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,201,2,2,12,1
1200,1201,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,6,701,1,2,8,0
1373,1374,1,1,3,0,0,0,0,0,1,1,1,0,1,0,1,0,0,11,7,5001,2,1,4,2
2069,2070,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,10,6,701,1,2,4,3
2477,2478,1,1,3,0,1,1,1,1,1,0,0,0,0,1,1,1,1,10,4,402,2,3,3,2
2820,2821,1,1,3,0,0,1,1,1,0,1,0,1,0,0,0,0,0,10,12,1301,1,2,7,2
2943,2944,2,4,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,10,1,2,2,2,5,3
3096,3097,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,737,1,2,12,1
3190,3191,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,69,2,2,9,3
3232,3233,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,16,5193,1,2,7,2
3260,3261,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,9,6,701,2,2,4,1
3913,3914,1,1,3,1,1,1,1,1,1,1,0,0,1,0,1,0,0,9,4,402,1,3,10,5
3991,3992,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,234,2,2,12,1
4072,4073,2,4,3,1,1,0,1,0,1,1,0,0,1,1,1,1,1,8,97,5182,1,3,2,3
4113,4114,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8,5,501,1,2,9,2
4122,4123,1,1,3,0,1,1,1,0,1,0,1,0,0,1,1,0,1,8,1,1,1,3,2,2
4228,4229,1,1,3,0,0,0,0,0,1,1,0,0,1,1,1,0,1,8,97,5181,2,2,5,1
4330,4331,2,4,3,0,0,0,0,0,1,0,0,0,0,1,1,0,1,8,6,701,2,2,7,3
4655,4656,2,4,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,8,5,503,2,2,9,3
4849,4850,2,3,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,8,9,803,1,1,8,0
4865,4866,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,15,5540,2,2,7,2
5012,5013,1,1,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,8,97,5012,2,3,4,0
5240,5241,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5001,1,4,5,3
5404,5405,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,402,2,3,3,1
5405,5406,2,2,3,1,0,1,0,0,0,0,0,0,0,1,1,0,1,7,4,402,1,1,7,4
5407,5408,1,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,7,4,402,2,2,3,4
5470,5471,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,701,2,2,2,1
5766,5767,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5001,1,1,4,2
5859,5860,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,501,1,2,3,2
5860,5861,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,519,1,2,6,3
5862,5863,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,501,2,4,4,3
6157,6158,1,1,3,0,1,1,1,1,1,1,0,0,1,0,1,0,1,6,6,701,2,2,8,1
6208,6209,2,2,3,1,0,1,0,1,1,1,0,0,1,0,0,0,0,6,97,5009,2,2,7,1
6431,6432,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,14,1702,2,2,3,2
6494,6495,2,3,3,0,1,0,1,1,1,1,0,0,1,0,1,0,0,6,8,613,2,2,3,1
7001,7002,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,401,1,2,8,0
7036,7037,2,3,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,6,701,2,3,2,2
7319,7320,1,1,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,5,10,1003,1,1,6,4
7480,7481,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,701,2,2,1,3
7544,7545,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,245,1,2,12,2
7762,7763,2,2,3,0,1,1,1,1,1,1,1,0,1,0,0,0,1,5,9,812,1,1,7,1
7810,7811,2,2,3,0,0,0,0,1,1,0,0,1,1,1,1,1,1,5,6,756,1,2,8,1
8175,8176,2,4,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,4,1,1,1,2,3,3
