,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
8208,8209,2,4,4,5,5,5,5,5,4,4,5,5,5,1,5,5,5,4,1,4,2,2,4,3
9709,9710,1,1,4,3,4,4,3,5,4,4,4,4,4,1,5,5,5,3,2,227,2,2,8,1
7633,7634,1,1,4,5,5,3,4,4,3,4,2,4,5,1,5,5,5,5,2,204,2,2,12,1
4064,4065,1,1,4,5,1,1,4,5,5,5,5,5,5,0,3,5,1,8,7,5001,1,2,2,2
5883,5884,2,4,4,5,5,5,5,5,4,5,4,3,5,1,4,4,4,7,2,205,2,2,5,1
10739,10740,1,1,4,4,3,5,5,4,5,5,3,4,5,1,5,3,5,2,2,236,1,2,12,1
880,881,2,4,4,4,4,4,3,4,4,4,4,4,4,0,4,4,4,12,2,209,2,2,8,1
3738,3739,2,4,4,5,5,3,3,5,3,5,4,3,4,0,4,5,5,9,2,206,2,2,7,1
5626,5627,2,2,4,4,5,4,5,5,5,5,5,5,5,0,4,5,4,7,5,501,2,3,3,1
1696,1697,2,2,4,4,4,5,5,5,5,5,4,4,4,0,4,4,5,11,2,202,2,2,12,1
1485,1486,1,1,4,4,4,4,4,4,4,4,4,4,4,1,5,4,5,11,15,5077,1,3,3,1
7737,7738,2,2,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,205,2,2,2,1
1892,1893,2,3,4,4,4,4,4,5,3,4,4,5,4,0,4,4,4,11,2,201,2,2,3,2
7638,7639,1,1,4,5,5,5,3,5,5,5,3,5,5,0,4,4,4,5,2,201,2,2,4,2
7135,7136,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,5,3,401,2,2,8,1
8210,8211,2,4,4,1,3,3,4,3,4,4,3,5,4,0,4,4,5,4,1,2,2,2,2,1
6635,6636,1,1,4,5,5,5,5,5,5,5,5,5,5,0,5,5,5,6,2,210,2,2,1,2
6080,6081,2,2,4,4,4,4,5,4,3,4,4,4,5,0,5,4,5,6,3,401,1,2,4,1
4688,4689,1,1,4,4,3,4,3,5,4,4,4,4,5,0,5,4,5,8,2,203,2,2,3,1
8386,8387,2,3,4,4,4,4,4,5,4,4,3,4,4,0,3,4,3,4,5,501,2,2,4,4
