,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
4079,4080,1,1,1,4,5,3,3,4,4,4,3,3,5,0,4,4,4,8,97,5018,1,2,5,3
4694,4695,1,1,1,4,4,5,4,4,4,4,3,5,5,0,4,4,4,8,2,206,2,1,3,2
2573,2574,2,2,1,5,3,4,3,5,3,4,3,4,5,0,4,4,4,10,2,234,1,2,7,1
832,833,1,1,1,5,4,5,5,4,3,3,4,5,5,1,5,5,5,12,8,603,2,2,8,2
5168,5169,2,3,1,3,4,4,4,4,4,3,4,4,4,0,4,4,4,7,1,1,1,2,3,4
2163,2164,2,4,1,3,3,4,3,3,4,3,4,3,4,0,4,4,4,10,1,1,2,1,4,5
6082,6083,2,3,1,4,4,4,3,4,3,3,3,4,4,0,4,4,4,6,3,401,2,2,4,2
7757,7758,1,1,1,4,5,4,3,5,3,3,2,2,4,0,3,5,4,5,7,5497,2,2,8,1
1803,1804,1,1,1,4,4,5,5,5,5,4,5,5,5,0,4,4,4,11,8,603,1,2,8,0
5870,5871,1,1,1,5,5,5,5,5,5,5,5,5,5,0,3,4,4,7,2,220,2,3,8,1
2637,2638,2,2,1,3,5,4,3,3,3,4,4,2,4,0,2,4,3,10,2,228,2,2,7,2
728,729,1,1,1,4,5,4,4,3,4,4,2,3,5,0,4,3,4,12,11,1101,1,2,5,1
287,288,1,1,1,4,4,4,4,4,4,4,4,4,4,0,4,4,4,12,1,2,2,2,8,1
11575,11576,1,1,1,4,4,4,4,4,4,4,4,4,4,0,4,5,4,1,5,503,2,2,2,3
10084,10085,2,4,1,4,3,4,4,4,4,4,4,4,4,0,4,4,4,2,1,55,1,2,3,1
11650,11651,1,1,1,4,4,3,3,4,3,4,3,4,5,0,3,4,5,1,9,805,2,3,2,1
1100,1101,2,2,1,4,3,4,4,4,4,4,4,3,3,0,5,3,4,11,1,2,1,2,3,3
5563,5564,1,1,1,4,5,4,3,5,5,4,4,3,5,1,5,4,5,7,5,504,2,2,1,2
8066,8067,1,1,1,5,5,5,5,5,5,5,5,3,5,1,5,5,5,4,97,5747,1,2,2,3
1136,1137,1,1,1,5,4,4,4,5,5,4,4,5,4,1,5,5,5,11,6,701,2,3,9,3
11316,11317,2,3,1,3,4,4,4,5,5,4,3,3,4,0,4,4,4,1,6,701,2,2,8,1
2766,2767,1,1,1,4,4,3,4,4,3,4,3,4,4,1,5,4,5,10,7,5024,1,3,5,3
6916,6917,1,1,1,4,4,4,4,4,4,4,3,4,4,0,4,4,4,6,2,268,2,4,9,2
6137,6138,1,1,1,5,5,5,5,5,5,5,5,5,5,0,5,5,5,6,2,202,1,2,7,4
11386,11387,1,1,1,5,5,5,5,5,5,5,4,5,5,1,5,4,5,1,8,605,1,2,3,1
6682,6683,1,1,1,5,5,5,5,5,5,5,4,4,5,0,4,5,5,6,2,206,2,2,8,1
3924,3925,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,9,6,701,1,2,1,3
4057,4058,1,1,1,4,4,5,5,5,5,4,4,5,5,1,4,5,5,9,1,56,2,1,4,1
2257,2258,2,4,1,5,5,5,5,5,5,5,4,3,5,1,5,4,5,10,3,401,1,3,7,4
9453,9454,1,1,1,4,5,5,5,5,4,4,3,4,4,0,4,3,4,3,2,203,1,2,3,2
5282,5283,2,4,1,4,3,3,4,4,4,4,3,4,4,1,4,4,4,7,1,1,2,2,3,4
11109,11110,1,1,1,3,3,3,3,5,4,5,3,3,3,1,4,3,5,1,6,701,2,2,8,1
7751,7752,1,1,1,4,4,4,4,4,3,4,3,4,3,0,4,4,4,5,3,401,1,2,4,1
8493,8494,2,4,1,3,3,4,4,4,3,3,4,4,3,1,3,3,3,4,1,2,2,4,3,9
4152,4153,1,1,1,5,5,5,5,5,5,5,4,4,4,1,5,4,4,8,2,201,2,2,9,4
10487,10488,1,1,1,4,4,4,4,4,4,4,4,4,4,0,3,4,4,2,2,217,1,2,3,1
4647,4648,1,1,1,5,5,5,5,5,5,5,4,4,5,1,5,5,5,8,2,202,2,2,3,1
4208,4209,2,3,1,4,3,4,4,4,4,4,3,4,3,0,4,3,4,8,3,401,2,2,5,3
