,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
8911,8912,1,1,4,4,4,4,4,4,4,4,4,4,4,0,3,4,4,4,2,202,2,2,3,1
6707,6708,2,4,4,4,4,4,4,3,3,3,3,3,3,0,3,4,4,6,3,401,2,2,7,1
9278,9279,1,1,4,4,4,4,4,4,4,4,3,3,4,0,4,4,4,3,3,401,2,2,12,1
6006,6007,2,4,4,5,5,5,4,4,5,5,4,4,3,0,4,5,5,6,3,401,1,3,7,1
9590,9591,1,1,4,5,5,4,4,4,4,5,3,3,5,0,4,3,3,3,5,504,2,1,12,2
2599,2600,2,4,4,4,5,5,4,4,3,4,4,4,4,0,4,4,4,10,2,202,1,3,3,2
6605,6606,1,1,4,4,5,4,4,5,4,4,3,4,4,0,5,4,4,6,5,501,1,2,4,2
3727,3728,2,2,4,5,5,3,5,5,5,5,4,4,4,0,4,4,4,9,2,210,2,2,4,2
9124,9125,1,1,4,4,4,5,5,5,5,5,4,4,4,0,4,4,5,3,1,2,2,2,3,3
9413,9414,2,2,4,5,5,5,5,5,5,5,4,5,5,0,4,4,4,3,4,402,2,1,8,0
7911,7912,2,4,4,4,3,4,4,4,4,4,4,4,4,0,3,3,4,5,2,201,2,2,7,1
11328,11329,1,1,4,4,5,5,4,5,5,5,4,4,4,0,4,5,5,1,8,603,2,2,8,3
4874,4875,1,1,4,4,5,4,4,5,4,4,5,4,5,1,5,3,5,8,7,5024,1,2,4,2
1547,1548,1,1,4,5,5,5,4,5,5,5,5,5,5,0,4,4,4,11,2,201,2,2,3,1
9572,9573,1,1,4,3,3,4,4,4,4,4,3,3,3,0,4,3,4,3,1,2,2,2,3,1
10499,10500,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,2,2,269,2,2,3,1
9186,9187,2,4,4,3,4,4,4,4,4,4,4,3,4,1,5,3,5,3,5,504,1,2,4,2
10704,10705,1,1,4,4,5,5,4,5,4,4,4,4,4,0,4,4,5,2,2,274,2,2,3,1
9159,9160,2,2,4,4,4,5,5,4,3,3,3,5,2,1,5,5,4,3,1,1,2,2,4,2
8574,8575,1,1,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,501,1,1,2,2
11873,11874,1,1,4,4,5,5,3,5,5,5,3,3,5,0,4,4,5,1,2,201,2,3,8,1
1865,1866,2,3,4,3,3,3,4,3,3,3,4,4,4,1,4,4,4,11,2,222,2,2,7,1
