,NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q13a11,q13a12,q13a13,q13a14,chasu,nat,city,sex,edu,job,age
2630,2631,1,1,2,5,5,5,5,5,5,5,4,5,5,0,4,5,5,10,2,201,1,1,4,1
10413,10414,1,1,2,5,5,5,3,5,5,5,3,5,5,0,3,5,5,2,15,5536,2,2,7,3
5716,5717,1,1,2,5,5,5,5,5,5,5,5,5,5,1,5,5,5,7,15,5540,2,2,9,5
11392,11393,1,1,2,5,5,5,5,5,5,5,5,5,5,1,5,4,5,1,15,5540,2,2,8,1
7665,7666,1,1,2,5,4,4,5,4,5,4,5,5,5,1,5,4,5,5,2,218,2,2,5,1
1209,1210,1,1,2,5,5,3,1,5,4,3,3,3,5,0,3,4,5,11,15,5284,2,2,7,3
5400,5401,2,2,2,5,5,5,4,4,5,5,4,4,5,1,4,5,5,7,15,5402,1,3,7,2
1376,1377,2,2,2,5,5,5,5,5,5,5,5,4,5,1,4,4,5,11,14,1718,2,2,7,1
4466,4467,2,2,2,4,4,4,4,4,4,4,3,4,4,0,4,4,4,8,15,5536,1,3,3,2
3504,3505,1,1,2,4,5,5,4,4,5,4,4,4,5,0,4,4,4,9,15,5536,1,3,7,3
